Timestep,Training Rewards,Max Q,Eval Rewards,Loss
14772,184.8,95.73491,195.1,0.341411828994751
14972,189.4,87.28849,198.0,0.8269614577293396
15172,189.5,69.03706,199.6,0.4041697084903717
15372,189.6,46.49961,191.6,758.683837890625
15558,188.2,22.047373,200.0,0.5164281725883484
15758,191.2,17.69917,196.8,0.4426083266735077
15954,194.4,12.218344,196.8,97.14752197265625
16154,198.2,116.620056,196.8,0.1644604504108429
16354,198.2,121.81084,200.0,0.1283237785100937
16554,198.2,48.309624,200.0,0.22518903017044067
16754,198.2,197.28706,200.0,0.046755433082580566
16954,198.2,190.38837,193.6,129.89454650878906
17154,198.2,151.94223,199.6,0.24967710673809052
17354,198.2,166.73654,200.0,0.01553809829056263
17554,199.6,19.916159,186.3,0.03455839678645134
17754,199.6,65.783615,193.5,0.23454277217388153
17953,199.9,196.7098,176.5,0.20675015449523926
18104,195.0,190.66328,178.5,0.08621854335069656
18304,195.0,138.94727,149.2,0.06466863304376602
18442,188.8,183.27026,134.6,0.025209907442331314
18576,182.2,189.71718,133.2,0.06181463226675987
18720,176.6,196.55588,128.1,0.07377608120441437
18852,169.8,193.4869,157.9,0.023095011711120605
19014,166.0,212.10281,150.3,0.03340832144021988
19205,165.1,199.60092,154.4,1685.0697021484375
19340,158.6,204.86275,157.4,0.09393361210823059
19492,153.9,197.63359,146.0,0.1604202538728714
19644,154.0,193.74365,156.5,0.09494659304618835
19797,149.3,206.56393,161.6,0.04443424940109253
19925,148.3,204.36446,169.2,0.21333104372024536
20066,149.0,204.55333,145.8,0.09257445484399796
20215,149.5,217.15933,148.8,1485.408447265625
20371,151.9,224.76956,151.9,0.05633819103240967
20516,150.2,209.5496,142.4,2.313678741455078
20682,147.7,218.21077,130.0,0.03831884637475014
20809,146.9,216.60136,134.9,0.06536586582660675
20932,144.0,212.17557,132.6,0.10301195830106735
21055,141.1,211.31096,128.0,0.15487805008888245
21176,137.9,220.08463,126.3,0.04291776940226555
21297,137.2,219.77621,122.9,0.03021625056862831
21412,134.6,223.94205,143.1,3276.40283203125
21538,132.3,204.37971,124.0,0.014392262324690819
21656,128.5,220.16757,122.1,0.03185352310538292
21777,126.1,225.66972,116.7,0.04870788753032684
21889,120.7,228.95963,106.5,1.196173071861267
22090,115.8,219.1937,116.1,0.13785792887210846
22199,114.4,229.9542,109.0,0.2658979296684265
22304,112.8,220.31375,102.4,2408.91943359375
22497,108.5,213.54382,96.7,0.0589667409658432
22685,90.8,234.69131,87.2,1603.90673828125
22873,88.9,217.99875,103.1,0.2105565071105957
23062,86.3,246.83218,96.5,0.048194997012615204
23251,85.6,254.31645,100.1,0.211716890335083
23355,85.8,244.2292,80.8,0.1346026510000229
23462,86.7,247.33298,89.1,0.27184346318244934
23566,79.1,252.42764,91.7,0.2169443815946579
23759,69.7,266.51596,91.8,0.24566727876663208
23868,51.3,251.20297,67.7,0.09161808341741562
23980,51.8,244.43645,66.6,0.11712229251861572
24091,44.0,120.15487,65.8,0.04977869987487793
24262,28.2,243.85527,60.1,2315.419677734375
24408,27.8,230.79309,56.6,0.23602506518363953
24573,31.1,253.53494,86.5,0.17271333932876587
24755,47.0,268.2349,81.8,0.05740899592638016
24858,56.1,273.0772,112.6,0.10882735997438431
25054,73.5,254.49341,104.2,0.06253401935100555
25154,74.6,248.66165,102.9,350.9295959472656
25265,80.7,272.15213,114.4,0.11744709312915802
25383,91.4,256.32953,104.8,0.08000010251998901
25500,101.9,252.17549,101.8,0.19670739769935608
25604,103.1,257.42456,102.9,0.6470578908920288
25775,102.0,227.78569,90.8,0.27197954058647156
25965,101.7,264.494,93.1,0.16979900002479553
26113,95.9,199.10796,80.9,3262.47705078125
26275,89.2,238.13943,78.6,0.215803861618042
26443,83.9,254.63559,79.2,0.1045321449637413
26604,82.9,255.15486,79.3,1.23671555519104
26766,80.1,284.86002,81.2,2089.93310546875
26941,82.8,269.69666,77.5,3460.69580078125
27092,81.7,231.28064,78.4,0.5619040727615356
27254,81.1,300.904,94.8,0.15780583024024963
27404,80.0,315.56436,81.4,3386.4111328125
27510,74.4,126.333206,102.6,0.5502898693084717
27610,75.7,307.33017,75.7,3288.544189453125
27790,76.7,251.36763,98.0,0.18930251896381378
27928,75.8,243.9478,71.0,0.7377786040306091
28099,78.9,267.2613,73.7,0.13555601239204407
28242,74.5,281.28867,71.5,0.24687041342258453
28424,81.4,349.01407,108.8,0.45168861746788025
28617,82.7,350.76022,97.5,7795.3310546875
28794,86.6,318.6562,103.5,0.38164228200912476
28973,87.4,349.43835,97.1,0.2019454836845398
29134,89.2,307.63556,76.3,0.11616431921720505
29267,84.3,265.37836,75.4,0.3080858588218689
29424,80.7,280.023,76.7,0.45652973651885986
29596,80.2,339.9633,90.2,0.24416063725948334
29775,80.2,394.49155,96.9,0.4042595624923706
29883,74.9,147.35072,74.6,0.22422274947166443
29990,78.3,429.31598,98.9,4675.9072265625
30172,81.9,380.92407,77.6,0.3347948491573334
30306,53.1,335.3155,66.3,2.2267026901245117
30439,44.9,466.9212,124.3,0.47058233618736267
30545,46.5,426.7582,106.1,0.6110964417457581
30648,47.6,419.52985,110.7,0.7875027060508728
30755,57.2,407.255,107.4,0.3304274082183838
30858,65.9,436.1441,101.8,0.36524698138237
31035,81.3,369.32208,81.1,0.5146566033363342
31208,89.1,395.16965,84.7,1.709808349609375
31392,95.3,418.3134,104.2,1.088986873626709
31575,92.7,371.69052,79.7,8368.57421875
31753,89.5,481.34717,97.8,0.4406750202178955
31858,92.2,503.8785,100.2,0.3337876498699188
31968,85.0,451.0524,79.4,911.0738525390625
32073,77.6,451.8432,95.2,0.6767698526382446
32177,69.2,440.8168,94.0,6333.33447265625
32277,61.6,441.73578,100.7,0.515748918056488
32460,59.1,455.4632,91.2,1.1482278108596802
32636,65.8,372.92365,39.2,1.244593620300293
32847,67.0,518.8608,105.0,0.6115664839744568
32959,68.2,517.93713,101.3,8149.8251953125
33064,77.8,512.8779,109.2,0.7970783114433289
33241,78.1,473.85538,87.1,1.3021693229675293
33413,77.7,443.8208,75.2,2.974982500076294
33593,86.0,496.68808,100.0,0.7775824069976807
33787,92.9,517.14716,112.7,1077.267333984375
33892,93.3,521.1762,86.7,7905.05810546875
34005,85.4,498.05582,98.8,2.1904783248901367
34120,70.7,494.46478,93.3,1.2166938781738281
34227,63.4,500.0458,91.3,1.445750117301941
34341,66.1,546.7151,96.7,6463.4208984375
34512,62.0,474.1797,58.6,1180.4969482421875
34695,69.0,497.28256,99.2,5647.029296875
34881,85.3,524.3436,57.7,6773.1611328125
34988,85.6,233.17851,48.7,0.47058504819869995
35168,82.7,520.82996,82.3,0.3267136216163635
35345,83.3,520.786,76.1,5147.03564453125
35519,73.1,526.3353,26.3,7172.697265625
35656,58.0,562.7362,57.4,0.5109037756919861
35844,18.8,571.80975,19.3,1.4329438209533691
35955,26.5,543.157,83.1,1.228031873703003
36119,40.7,484.29907,34.0,11534.4609375
36232,48.6,534.4867,73.3,1.529579520225525
36417,57.3,533.74,92.7,1.107122540473938
36519,65.1,194.18077,88.9,1.131740927696228
36703,66.1,594.20264,86.4,9440.1875
36889,74.1,545.7955,95.8,0.7965731620788574
37052,72.3,495.0128,90.1,0.41138187050819397
37204,69.7,465.99234,80.1,5.7847418785095215
37378,77.1,584.45844,82.4,23922.900390625
37564,83.7,610.5,94.8,1.0276471376419067
37673,69.8,225.02954,80.4,5464.05810546875
37869,74.5,565.2739,112.7,7766.931640625
38078,78.5,630.7258,100.6,7568.42919921875
38248,68.4,483.81354,87.7,0.9032454490661621
38414,75.5,493.98715,77.9,2.3640143871307373
38595,82.8,603.7245,96.9,15121.173828125
38765,79.9,554.56494,77.6,27678.796875
38924,76.2,471.2243,77.7,8890.63671875
39065,81.7,480.38516,76.6,1.5659592151641846
39224,81.0,505.70346,70.3,1.971046805381775
39377,78.2,552.39,77.8,1954.984619140625
39514,74.9,468.2707,71.6,4.957587718963623
39653,72.9,550.09064,72.4,0.9909968972206116
39800,65.7,561.82654,63.9,24867.072265625
39900,52.3,565.35614,52.2,0.8234387636184692
40000,41.3,556.64825,45.5,0.7569464445114136
