Timestep,Training Rewards,Max Q,Eval Rewards,Loss
108,21.6,0.702588,11.3,0.23483698070049286
212,26.5,1.6330192,14.3,0.003984497394412756
323,25.6,1.1324224,9.3,0.001456757541745901
436,21.3,1.0113027,9.4,0.0012632979778572917
538,21.5,2.0189452,11.3,0.039810068905353546
644,27.3,2.0490525,10.2,0.03558282554149628
746,27.1,1.939835,9.2,0.040418729186058044
868,20.9,1.9518639,11.8,0.019265640527009964
984,20.7,2.0155127,10.8,0.12501871585845947
1087,24.9,2.8009772,26.0,0.011307194828987122
1202,23.6,2.5728939,35.9,0.14930276572704315
1314,24.8,3.7065327,39.0,0.012132997624576092
1438,28.0,2.8412461,18.4,0.16465544700622559
1538,20.8,3.7938251,129.5,0.006200195290148258
1662,18.7,3.71499,130.5,0.25767144560813904
1769,20.4,3.8138936,93.1,0.21049518883228302
1885,22.3,3.6978505,184.9,0.4998049736022949
1998,19.7,3.5394058,95.7,0.2172965407371521
2099,21.4,4.2354326,197.6,0.14312303066253662
2208,16.3,4.750665,129.9,0.06111839786171913
2330,16.3,4.1608315,200.0,0.30396607518196106
2448,22.6,4.167304,176.8,0.17576941847801208
2570,26.6,5.2156053,193.8,0.0379200279712677
2677,21.5,4.959623,94.0,0.06586979329586029
2782,20.2,5.321426,153.2,0.05274927616119385
2892,19.6,5.2083545,200.0,0.07815847545862198
3000,26.0,5.8250203,158.8,0.030852090567350388
3101,28.7,5.8712373,162.7,0.2621743977069855
3216,14.7,5.408607,135.4,0.04430881142616272
3327,18.9,5.9284925,94.3,0.5376642942428589
3438,25.6,5.255503,163.3,0.06999583542346954
3539,28.9,6.7879143,156.7,0.0388885922729969
3669,26.8,7.079506,112.9,0.25555989146232605
3777,28.7,6.0332823,200.0,0.045299943536520004
3892,30.7,6.323759,156.9,0.14139388501644135
3994,21.7,7.085408,199.7,0.6931009888648987
4105,21.3,6.557149,149.2,0.5022357702255249
4212,19.3,6.504669,184.4,0.1462731510400772
4316,18.2,6.238285,187.0,0.7644944787025452
4430,25.3,4.1232023,174.4,0.032972682267427444
4533,28.9,7.702147,200.0,0.07238339632749557
4635,20.5,7.153628,198.5,0.3212573230266571
4745,17.3,7.924636,198.6,0.32963523268699646
4848,16.2,7.959241,175.9,0.30948764085769653
4954,19.9,6.8511515,147.4,0.1752425879240036
5060,17.9,7.2711573,193.4,0.20496033132076263
5168,20.0,8.127484,167.4,0.22817891836166382
5269,23.4,8.05056,197.2,0.14703181385993958
5378,22.7,9.063631,196.5,0.20661543309688568
5480,17.9,9.077404,200.0,0.8654374480247498
5598,15.1,7.5831947,188.3,0.2974994480609894
5704,19.5,8.029042,198.1,0.9363272190093994
5807,20.9,10.651907,155.0,0.1336727738380432
5910,19.4,9.670032,159.4,0.31045594811439514
6027,17.8,10.267208,141.0,0.6045421361923218
6134,20.8,8.630549,147.3,0.13649408519268036
6258,21.6,8.69696,162.1,0.25821030139923096
6363,22.9,6.848775,158.7,0.5596039891242981
6467,26.3,9.391589,187.2,0.2996733486652374
6603,28.7,9.441967,199.7,0.9592828750610352
6705,23.8,9.234556,184.6,0.3561554253101349
6807,20.4,9.860953,157.0,0.6912379264831543
6924,21.9,9.776739,147.2,0.21483635902404785
7044,22.6,10.9345,191.9,0.21146713197231293
7154,21.5,10.732958,199.2,0.29550424218177795
7268,19.8,10.605272,184.4,0.2381739765405655
7397,20.6,11.112651,165.5,0.3100055754184723
7524,24.6,10.498497,186.4,0.20686659216880798
7627,26.3,11.671336,146.4,1.0704724788665771
7732,26.8,11.668207,144.4,0.7222002744674683
7842,20.5,10.526795,193.5,0.2936803102493286
7950,18.8,11.333475,184.8,0.20673717558383942
8059,18.8,11.9344,196.4,1.731458067893982
8164,17.5,13.599223,194.6,1.5403754711151123
8284,16.0,12.537964,200.0,0.5910083055496216
8398,21.1,13.060158,183.8,1.2385783195495605
8500,24.1,12.510591,168.7,0.44929733872413635
8603,20.5,13.760422,185.7,0.5758083462715149
8711,15.1,13.593842,193.8,1.486674427986145
8830,19.9,12.742957,185.3,0.8095559477806091
8941,23.0,13.623697,192.2,1.165989875793457
9047,21.7,15.157077,197.6,0.7519964575767517
9155,21.4,15.299731,143.7,1.493897795677185
9255,19.7,14.1179905,156.5,3.4180378913879395
9383,20.6,13.470609,187.1,2.005462408065796
9489,23.4,15.436342,176.4,1.074401617050171
9615,23.2,14.926076,188.3,0.8438621163368225
9725,26.4,16.532541,164.4,0.31195971369743347
9861,27.9,13.719767,162.7,0.6811901926994324
9967,21.0,15.892241,156.3,0.3803098797798157
10112,22.1,14.523428,190.7,0.8309595584869385
10221,27.0,15.070707,167.4,0.670061469078064
10341,29.1,17.154884,131.1,0.3239124119281769
10451,31.2,15.648504,184.4,3.235334634780884
10559,21.8,16.27476,172.8,1.7605489492416382
10670,20.3,17.391094,195.2,1.2765135765075684
10810,19.8,17.596228,190.6,0.36075401306152344
10914,21.9,17.356312,200.0,2.4880058765411377
11023,21.3,16.654634,157.3,0.9093392491340637
11124,19.6,17.032038,172.9,0.629299521446228
11228,17.2,15.148488,159.8,1.4890358448028564
11335,21.1,18.250202,192.3,1.397775411605835
11450,21.0,17.443478,192.3,0.7286996841430664
11582,23.2,16.90537,193.1,1.2310869693756104
11708,30.5,17.939697,190.7,3.1530323028564453
11822,29.1,17.177402,199.4,0.5180261731147766
11947,19.1,18.242115,193.8,0.7713307738304138
12059,21.9,19.722864,171.0,2.6348495483398438
12168,22.1,19.268589,200.0,0.7622547149658203
12275,17.7,20.147768,175.9,0.4670409560203552
12389,20.1,18.394775,146.0,1.7228933572769165
12504,22.9,19.527275,198.5,1.0093402862548828
12611,22.2,21.48772,197.6,0.6976498961448669
12719,15.4,19.382198,186.2,0.8122035264968872
12831,22.0,17.23907,199.7,0.4750549793243408
12948,27.0,18.230534,198.7,0.744238555431366
13058,24.0,17.824808,199.4,5.089560508728027
13176,22.8,21.294228,197.9,0.4372202157974243
13278,22.0,19.874615,199.9,3.8737306594848633
13383,19.4,20.207811,198.0,0.8165661692619324
13485,20.7,21.035244,196.0,1.1418578624725342
