Timestep,Training Rewards,Max Q,Eval Rewards,Loss
108,21.6,0.7025429,11.3,0.23491919040679932
212,26.5,1.6589639,13.6,0.003850345965474844
324,25.7,1.0203009,9.3,0.0017056508222594857
426,18.9,1.0955927,9.4,0.0025094356387853622
564,18.1,2.0501583,9.5,0.08981402218341827
687,23.1,2.0145137,16.6,0.07739009708166122
794,28.3,2.0640562,20.5,0.002833795500919223
912,27.5,1.9819157,14.1,0.025616098195314407
1015,22.1,2.8487883,15.5,0.007143827620893717
1122,23.6,2.6810975,15.1,0.1045168861746788
1231,22.9,2.7430873,9.5,0.1445128619670868
1339,22.9,3.0852375,9.7,0.022346094250679016
1459,26.0,2.7671351,13.9,0.03968125954270363
1593,29.4,3.720377,55.1,0.3490484952926636
1744,32.4,3.3162823,33.4,0.033837806433439255
1851,35.9,3.7365913,80.5,0.056929752230644226
1951,33.8,3.495525,71.6,0.03054191917181015
2072,29.2,4.360524,98.0,0.032892078161239624
2274,37.1,2.7919974,198.4,0.11712141335010529
2398,39.8,4.6148787,182.6,0.26214340329170227
2548,40.1,4.8726115,88.8,0.048760294914245605
2672,39.8,4.8175273,200.0,0.027573779225349426
2828,52.2,5.3809066,119.2,0.018591653555631638
2984,56.8,5.931747,114.8,0.6536895036697388
3111,63.7,6.323842,102.8,0.0921223908662796
3225,55.3,6.5344324,117.5,0.1310161054134369
3347,33.9,5.7000937,122.9,0.14447855949401855
3451,27.6,5.971504,120.8,0.11860401183366776
3574,32.6,6.689171,200.0,0.0959332138299942
3696,37.2,6.079669,159.8,0.10391157865524292
3898,46.9,5.8659697,170.5,0.11247346550226212
4053,51.9,7.168673,200.0,0.44815579056739807
4209,53.7,6.487803,111.0,0.035074539482593536
4321,55.3,7.5961046,109.7,0.6691611409187317
4474,57.6,9.668409,124.4,0.06885731965303421
4591,53.8,9.81344,134.0,0.13239037990570068
4804,71.1,11.389379,176.9,4.171432971954346
4920,71.1,8.763639,92.6,0.219645157456398
5070,74.9,11.1408205,104.0,0.997133195400238
5211,69.6,7.5302863,106.3,0.0933213159441948
5332,66.4,8.390466,106.9,0.13230688869953156
5439,51.9,8.77624,197.0,2.3075454235076904
5588,62.4,11.428166,122.8,0.08901543915271759
5688,61.8,12.727419,148.1,0.07188235223293304
5831,62.0,11.335403,132.0,0.14058758318424225
5958,69.4,12.836298,139.6,0.27831363677978516
6169,81.6,16.404118,149.7,0.6100780367851257
6282,89.0,12.57855,154.8,0.9571107625961304
6421,98.2,16.362724,135.9,0.4610094428062439
6564,110.2,16.380116,187.8,2.081150531768799
6716,112.8,17.428389,151.7,0.19577987492084503
6827,113.9,12.247373,134.8,0.1770881563425064
6935,120.7,15.123776,127.0,0.2816234230995178
7040,120.9,12.956465,127.4,0.30262282490730286
7162,120.4,18.073135,137.9,3.2866032123565674
7301,125.0,17.926275,133.8,0.1270679533481598
7431,126.2,17.716373,138.4,0.1328374743461609
7575,129.3,18.916815,133.8,0.9495600461959839
7700,113.6,15.671557,146.8,0.20639868080615997
7853,113.7,18.544775,150.0,0.17180387675762177
7998,117.1,18.845802,158.8,0.1073937937617302
8190,102.8,18.692337,153.4,0.5305910110473633
8305,100.4,15.616447,137.2,0.2134469747543335
8453,102.2,18.29273,133.9,0.22715622186660767
8590,101.5,19.324759,146.6,1.0593246221542358
8718,112.4,19.424923,148.4,0.38485512137413025
8875,117.5,18.816586,166.2,6.14413595199585
9019,116.6,19.537073,163.4,1.7915593385696411
9176,117.8,19.850555,161.5,0.22666791081428528
9349,131.7,19.75278,180.5,0.3287753462791443
9526,148.2,20.63006,167.1,0.3354349136352539
9679,148.9,20.370747,162.4,0.2984229028224945
9834,152.9,20.483759,159.3,3.111213445663452
9998,154.5,20.375465,160.7,0.8660509586334229
10165,157.5,21.210522,179.9,0.7671269178390503
10327,160.9,21.591599,198.4,0.4066799283027649
10496,162.1,21.559849,173.9,0.2196752279996872
10680,166.1,22.413914,150.4,14.28065299987793
10852,167.6,22.34225,186.6,0.2501644492149353
11038,168.9,23.237446,177.1,0.32943567633628845
11209,168.3,23.296038,181.2,1.9508205652236938
11383,170.4,23.314314,171.4,15.962157249450684
11555,172.1,24.250244,200.0,0.1512434482574463
11750,175.2,24.139938,198.2,0.11166977882385254
11936,177.1,24.154507,187.7,0.10138517618179321
12136,180.9,24.788162,194.3,0.11945933848619461
12311,181.5,24.78173,172.0,0.24214108288288116
12491,181.1,24.764616,181.9,19.073657989501953
12691,183.9,24.776844,190.6,0.2329309731721878
12864,182.6,25.893555,200.0,0.07298050820827484
13055,184.6,26.462912,180.0,1.642799973487854
13233,185.0,26.306976,185.8,0.26053962111473083
13414,185.9,26.278173,168.4,0.11962096393108368
13592,184.2,27.024347,166.2,0.11835122108459473
13779,184.3,27.247528,169.0,0.062439754605293274
13955,181.9,26.86441,194.0,0.3361686170101166
14137,182.6,28.012903,167.2,15.295269012451172
14316,182.5,28.036503,188.2,0.18103396892547607
14484,179.3,27.897888,180.3,0.02625420317053795
14647,178.3,28.405807,186.4,0.048886965960264206
14826,177.1,28.279846,188.4,0.03739037364721298
14999,176.6,28.473175,185.8,0.11323253810405731
15173,175.9,29.153988,187.8,18.10321617126465
15359,176.7,29.111835,180.7,10.199984550476074
15550,177.1,29.797693,193.5,27.40207862854004
15744,178.9,29.948029,175.8,0.04018673300743103
15944,180.7,29.418406,195.4,0.084334596991539
16138,182.2,30.255024,185.2,0.03308158367872238
16316,183.2,30.172491,176.0,28.903146743774414
16503,185.6,30.237305,179.8,0.3109283745288849
16679,185.3,30.928558,199.5,30.066068649291992
16864,186.5,30.84199,171.3,0.022951364517211914
17026,185.3,31.704617,170.0,0.021179666742682457
17186,182.7,31.725443,179.6,0.017198070883750916
17368,181.8,31.399405,178.0,0.013223234564065933
17557,181.3,31.818798,185.8,32.08885192871094
17734,179.0,31.987497,170.8,31.60433578491211
17914,177.6,31.983627,185.4,0.019575899466872215
18080,176.4,33.130848,171.3,0.023480307310819626
18243,174.0,33.572647,172.8,0.0038960613310337067
18417,173.8,33.023224,161.9,0.014933562837541103
18592,172.8,33.18951,145.5,37.86965560913086
18748,172.2,34.171383,148.8,0.01924165152013302
18911,172.5,33.963306,167.8,32.38712692260742
19073,170.5,34.592598,147.4,0.004309230949729681
19218,166.1,35.000324,135.1,0.02911420352756977
19373,163.9,34.552498,149.7,0.003023862838745117
19513,159.9,34.854706,181.7,0.017407722771167755
19679,159.9,34.741066,144.0,35.919189453125
19824,158.1,35.032005,158.3,0.002770752878859639
19980,156.3,35.161053,180.9,0.006038862280547619
