Timestep,Training Rewards,Max Q,Eval Rewards,Loss
20465,15.8,1708.3112,169.0,6633.47216796875
20583,18.0,2024.0237,176.9,157065.078125
20726,21.1,2272.2563,155.0,71342.2109375
20867,23.7,1905.5186,162.7,128132.5
20992,22.3,2275.5571,175.7,66336.484375
21099,19.5,1922.4221,154.0,6084.0595703125
21220,27.3,2307.184,178.4,6719.6474609375
21334,27.3,2195.1343,143.8,8368.71875
21447,19.0,2222.474,188.2,7191.5830078125
21562,18.7,2342.1406,150.6,4056.08837890625
21666,18.0,1981.943,159.7,72768.2734375
21769,22.6,2240.513,160.6,6508.4375
21872,26.3,2044.2396,190.0,234737.125
21972,21.4,2266.44,159.9,4910.369140625
22085,19.2,2402.1917,168.8,79364.234375
22192,22.0,2302.3882,164.3,7694.21728515625
22314,24.4,2416.8745,179.3,3476.421875
22414,23.7,2464.355,169.1,217740.75
22528,24.5,2655.4956,168.1,78531.625
22639,15.9,2722.3618,174.3,195568.21875
22760,16.6,2360.363,180.3,185445.796875
22860,17.9,2410.9258,174.6,7554.89990234375
22960,18.7,2423.6985,164.9,181438.796875
23071,17.8,2761.8003,180.4,27785.19921875
23186,18.8,2376.214,180.4,110081.234375
23323,24.1,2671.1206,171.5,49868.79296875
23427,21.6,2291.7944,164.4,171436.375
23547,22.4,3143.338,164.3,14138.744140625
23667,24.9,2461.934,154.5,277061.90625
23775,20.7,2854.5352,158.9,119856.078125
23894,19.4,2404.7573,147.0,60487.03515625
24009,16.6,2435.976,181.0,72234.0234375
24111,20.3,2882.0632,183.0,111658.53125
24238,26.0,2889.709,162.5,68489.1796875
24400,27.8,2786.402,160.2,88665.4140625
24502,24.9,2810.7393,167.5,131890.34375
24605,20.5,2691.5806,154.8,250587.28125
24711,23.1,2843.5083,178.1,53868.734375
24821,22.7,2829.7593,167.4,8698.2353515625
24938,18.3,2651.3286,176.2,112329.734375
25038,18.4,2919.9104,157.2,243652.375
25156,17.6,3428.4446,180.7,6838.30810546875
25268,21.9,3217.0083,164.4,468392.28125
25376,27.7,3079.4148,159.6,6268.947265625
25496,25.6,2870.5159,191.7,200979.34375
25636,23.4,3223.4043,180.5,185551.484375
25765,26.9,3189.6836,175.1,62259.61328125
25872,23.6,3040.7397,182.2,14537.7626953125
25994,21.8,3470.6016,169.5,85316.4765625
26114,22.3,2748.1047,158.4,17253.6953125
26224,19.9,3424.4634,179.3,116289.9765625
26330,24.4,3302.0754,175.9,179041.703125
26439,24.8,3139.8032,155.7,318606.84375
26552,27.6,3463.86,176.1,6465.712890625
26661,22.2,2978.7896,172.2,73131.8359375
26770,16.8,3208.4797,172.5,11558.8544921875
26907,21.4,3505.0496,172.5,135443.265625
27013,25.8,3366.5547,158.5,315960.46875
27135,27.2,3600.5464,182.1,515742.46875
27239,18.7,3567.1719,160.4,12120.25390625
27356,22.1,3349.698,169.6,13152.673828125
27469,26.5,3118.911,182.0,221262.203125
27601,24.5,3902.0715,164.1,160643.53125
27720,25.1,3693.9653,177.4,273795.71875
27875,27.4,3134.936,166.4,201949.28125
27989,31.2,3470.2285,155.9,133231.46875
28107,31.3,3481.0015,146.1,7690.70703125
28236,24.7,4177.7085,176.1,18190.599609375
28340,25.4,4110.885,159.6,74738.9765625
28458,19.1,3940.35,169.2,19302.185546875
28558,19.1,3917.5078,157.2,436241.96875
28697,26.0,3818.181,154.1,9001.7607421875
28833,27.5,4662.8486,160.8,228376.640625
28976,27.9,4053.4395,179.6,470068.15625
29084,25.1,4021.442,175.7,85583.328125
29202,19.8,4203.6436,160.3,46916.3515625
29327,24.3,3710.2039,183.6,421446.28125
29443,24.1,3851.3684,176.2,816482.5625
29546,24.5,3941.7273,151.5,561707.75
29654,24.9,3987.3735,172.8,136005.703125
29777,23.1,4045.7976,180.7,443780.0625
29877,29.3,3866.2292,150.6,388993.21875
29997,32.2,4517.622,172.0,144474.125
