Timestep,Training Rewards,Max Q,Eval Rewards,Loss
9088,52.4,14.910147,117.3,0.2999192476272583
9266,59.1,13.849864,116.0,10.61303997039795
9373,68.0,15.066752,116.5,0.4213942587375641
9505,66.7,14.181068,121.0,1.6884790658950806
9627,76.1,16.981186,121.6,0.3631232976913452
9737,81.7,16.310335,126.0,3.8533968925476074
9917,92.4,15.728215,119.9,0.35704711079597473
10052,87.7,17.19633,119.6,2.949535846710205
10193,76.7,15.092837,123.0,0.5505567789077759
10301,67.4,15.642946,119.8,7.773697853088379
10418,62.0,17.125568,128.3,0.38181227445602417
10563,64.6,15.939006,125.9,0.4933922588825226
10710,63.0,18.11458,126.6,0.34699565172195435
10901,64.0,15.889822,129.8,0.3250467777252197
11114,71.8,15.512327,120.2,5.014043807983398
11230,81.2,17.056929,117.4,9.544334411621094
11337,73.3,18.113129,121.9,0.21150243282318115
11534,78.4,18.581408,121.3,0.626972496509552
11767,77.2,17.513458,124.3,3.3597638607025146
11878,76.4,18.71359,129.9,3.9046993255615234
12001,77.1,16.337576,124.7,1.919429063796997
12151,83.8,18.681406,129.1,2.7895705699920654
12305,77.1,18.963953,126.2,5.449540615081787
12422,87.1,16.56669,132.6,0.4221388101577759
12549,78.2,20.277126,135.8,9.323192596435547
12672,79.4,18.132263,135.2,0.6165149807929993
12807,75.2,18.611885,129.1,0.4441332519054413
12913,76.2,18.181377,133.9,14.138980865478516
13048,86.7,18.786968,127.1,4.233029365539551
13157,96.3,19.20413,135.1,10.77592658996582
13299,99.4,17.958021,130.8,4.7012410163879395
13479,93.0,18.593857,133.4,0.3727673888206482
13610,93.8,19.418835,138.6,0.29621151089668274
13778,97.1,21.569742,132.0,0.40372371673583984
13886,97.3,20.679369,148.5,6.259750843048096
14012,96.4,20.310753,142.4,0.8142862915992737
14156,99.9,20.61245,140.2,4.2631001472473145
14295,99.6,21.58345,136.0,0.3726678192615509
14448,111.9,18.405285,144.1,2.999027729034424
14562,120.7,20.86568,137.4,0.3607691824436188
14704,122.5,18.737057,135.9,0.3365810811519623
14843,123.3,19.579302,128.3,4.7145609855651855
14959,128.0,20.361555,130.3,0.3773627281188965
15090,131.2,21.163715,138.4,0.45031434297561646
15219,133.3,20.644554,133.6,6.6716389656066895
15335,132.3,20.860012,145.1,14.083922386169434
15471,117.6,22.12312,138.4,0.4158213436603546
15635,118.7,20.35606,140.3,22.265195846557617
15755,119.3,23.97517,135.1,0.4041766822338104
15876,117.2,22.199488,131.8,7.30886697769165
16011,116.8,21.627903,134.3,8.732436180114746
16132,117.3,20.691723,154.9,0.4584307372570038
16273,118.3,21.525566,134.1,0.49244099855422974
16381,116.2,24.068214,152.1,6.593145847320557
16540,120.5,20.882784,147.6,1.7758657932281494
16684,133.1,21.96629,149.4,5.067840099334717
16826,135.5,23.14111,144.4,0.32821834087371826
16957,132.2,21.259417,156.3,0.5608681440353394
17103,134.8,22.676159,170.1,9.794677734375
17246,137.0,22.202625,162.7,4.37558650970459
17430,141.9,21.860329,162.8,0.4698616862297058
17566,143.4,23.627825,172.8,0.9077306985855103
17735,146.2,25.011496,190.8,33.352725982666016
17935,155.4,25.519081,167.2,35.858219146728516
18115,157.5,23.550259,173.8,14.586112022399902
18267,158.3,24.127256,162.1,0.35156702995300293
18428,160.2,22.984663,178.5,0.3530210554599762
18593,163.6,22.885803,193.7,22.8348388671875
18757,165.4,23.14957,188.8,0.5341416597366333
18922,167.6,24.524267,181.9,31.785438537597656
19108,167.8,25.488224,167.9,0.40956971049308777
19261,169.5,25.38222,183.7,0.43717634677886963
19461,172.6,24.895416,193.4,0.4812781810760498
19635,170.0,25.127768,173.7,0.8323616981506348
19835,172.0,29.360706,192.6,0.9535053968429565
20002,173.5,25.068554,166.7,1.369672179222107
20162,173.4,24.369022,182.7,0.3002470135688782
20362,176.9,32.649998,180.5,0.22047443687915802
20562,180.5,26.962057,186.4,0.3693903982639313
20713,179.1,24.566128,169.2,0.17895564436912537
20868,176.0,24.965105,183.3,15.311383247375488
21012,175.1,25.176731,171.3,36.64317321777344
21176,171.5,24.93495,174.5,0.5639597773551941
21362,172.7,26.126001,183.5,0.4815370440483093
21528,169.3,25.80693,180.1,0.4170398712158203
21694,169.2,24.631409,188.2,24.144390106201172
21894,173.2,26.193653,198.6,0.39193257689476013
22064,170.2,25.998142,195.1,21.548023223876953
22242,168.0,26.325085,178.7,0.22369419038295746
22442,172.9,32.941788,187.9,0.43046122789382935
22633,176.5,27.625814,190.0,0.3277836740016937
22825,181.3,25.753775,189.0,0.20904651284217834
23025,184.9,40.577034,178.5,0.16228711605072021
23219,185.7,26.487509,183.4,0.12648051977157593
23409,188.1,26.60632,171.5,0.18103337287902832
23581,188.7,26.357813,180.7,0.23405689001083374
23776,188.2,27.98323,176.3,0.1496579498052597
23941,187.7,27.410404,188.5,0.3058207333087921
24091,184.9,26.914774,176.7,0.23874594271183014
24247,180.5,26.66814,172.0,37.35747146606445
24402,176.9,27.55962,171.7,0.3021235764026642
24572,174.7,27.872944,190.3,0.1250910460948944
24766,174.1,27.92979,178.3,0.2268529236316681
24966,174.7,32.35704,187.5,0.08434627205133438
25136,172.7,28.12944,163.2,0.10790807008743286
25297,171.6,28.411127,188.9,38.66613006591797
25473,169.7,27.580795,179.3,0.11011359095573425
25655,171.4,27.460163,192.1,0.18163719773292542
25843,175.2,27.524014,174.0,0.1881566345691681
26043,179.6,32.727745,196.7,48.69764709472656
26243,184.1,33.197845,193.0,0.13988569378852844
26426,185.4,27.142624,190.9,18.962202072143555
26626,186.0,28.51471,192.4,0.04752663895487785
26824,185.8,26.952799,180.8,37.863014221191406
27023,188.7,28.973883,193.8,0.07816571742296219
27199,190.2,27.658188,188.1,0.04510754719376564
27383,191.0,27.25805,188.7,0.07599765062332153
27571,191.6,27.348217,195.9,0.1505017876625061
27771,192.8,31.59959,199.3,0.14783306419849396
27951,190.8,28.647223,188.1,0.037833526730537415
28151,190.8,27.37024,200.0,0.0876474678516388
28351,192.5,34.43296,199.0,0.049654386937618256
28521,189.5,27.203232,195.3,0.0634409636259079
28712,188.8,26.482672,196.6,0.06653068959712982
28912,188.9,31.967663,194.2,0.07895388454198837
29075,187.6,26.528149,199.3,0.1272289752960205
29275,189.2,44.208946,199.3,56.31111526489258
29475,190.4,36.900566,199.7,0.039874255657196045
29675,190.4,35.174507,199.0,23.150835037231445
29854,190.3,29.020863,195.6,0.041071634739637375
30000,184.9,45.15383,195.0,0.02261146903038025
