Timestep,Training Rewards,Max Q,Eval Rewards,Loss
108,21.6,0.7025429,11.3,0.23491919040679932
212,26.5,1.6589639,13.6,0.003850345965474844
368,28.5,1.0231733,14.7,0.013169925659894943
473,26.1,1.0528307,9.4,0.001764553366228938
600,17.2,2.0905297,9.2,0.07040802389383316
705,22.1,1.8945944,9.9,0.03540165349841118
806,23.7,2.039487,9.5,0.0040096137672662735
928,18.3,2.073703,10.5,0.006756363436579704
1103,28.2,2.9952028,14.3,0.12455415725708008
1205,27.7,2.9443264,11.0,0.10673915594816208
1320,21.7,2.787348,11.0,0.030022799968719482
1428,26.6,2.866725,15.2,0.01783723570406437
1559,30.3,3.8376873,16.4,0.19370503723621368
1664,25.1,3.8405945,11.9,0.03258725255727768
1794,28.3,3.5955856,52.2,0.02166389860212803
1902,25.8,3.7691522,35.0,0.18531984090805054
2017,26.2,4.413005,62.4,0.022070497274398804
2134,21.1,4.103808,68.2,0.19597367942333221
2256,23.9,4.5236316,91.0,0.5921001434326172
2356,27.2,4.1577024,72.6,0.5755244493484497
2473,27.8,4.540923,71.1,0.4817209541797638
2576,24.8,5.1187863,114.6,0.3820291757583618
2684,31.4,4.821382,78.8,0.37904345989227295
2813,30.9,4.4411535,111.6,0.2039521336555481
2925,24.1,5.1204886,77.8,0.03411482274532318
3044,29.3,5.647254,42.5,0.0777859017252922
3157,34.4,5.845732,198.8,0.6351085305213928
3307,36.2,5.340069,154.8,0.2613065242767334
3413,36.9,6.0722795,195.0,0.05313074216246605
3523,28.0,6.3379908,155.0,0.2560287117958069
3638,26.5,7.0842414,177.8,0.2676837742328644
3788,33.1,6.5386405,155.0,0.408722847700119
3933,41.0,6.4293237,177.2,0.09703822433948517
4050,36.3,7.6875877,188.0,0.0700099766254425
4209,36.9,9.525695,167.2,0.05919381603598595
4326,35.9,8.546621,196.6,0.18817612528800964
4449,42.3,7.1962996,188.2,0.07665541023015976
4582,48.5,4.773481,152.1,0.5674721002578735
4695,40.7,8.390509,153.4,0.05618097633123398
4831,33.7,6.6241446,133.5,0.34598013758659363
4947,30.7,7.69023,151.5,0.17079783976078033
5048,32.9,8.943532,142.1,0.0646994411945343
5198,34.3,7.883306,148.5,0.4682177007198334
5316,30.1,8.036178,184.8,0.39971625804901123
5429,31.5,9.173182,175.6,0.9448034167289734
5551,32.2,8.601969,151.7,0.32496434450149536
5667,37.3,8.089686,158.6,0.25046348571777344
5770,42.8,10.623048,155.9,0.39073342084884644
5925,49.6,9.864412,154.9,0.25930923223495483
6075,56.0,10.887491,175.8,0.2098766416311264
6179,59.8,10.866236,165.9,0.15947361290454865
6320,55.0,10.484435,181.8,0.2225087732076645
6481,36.9,10.362293,196.9,0.08513372391462326
6626,36.1,8.953058,194.0,2.305750846862793
6808,47.4,11.621338,195.4,3.0811514854431152
7023,61.3,13.177872,180.5,0.3329775035381317
7170,68.9,12.313148,192.9,0.1206749901175499
7293,77.9,12.521623,164.1,0.9248697757720947
7402,82.9,10.560923,184.3,0.8229089975357056
7523,71.5,11.66609,200.0,0.2725521922111511
7639,74.3,12.166384,190.3,0.6090667843818665
7763,47.0,12.239424,200.0,0.32298755645751953
7864,51.2,11.997091,198.0,0.1830456256866455
7981,57.9,13.245366,200.0,0.23401567339897156
8191,70.4,14.651054,196.3,0.637113094329834
8320,68.1,11.871145,200.0,1.8639819622039795
8576,85.1,22.221262,200.0,0.3063565194606781
8688,92.5,12.260702,199.0,0.20557373762130737
8803,75.2,14.40654,195.2,0.17287112772464752
8922,68.6,13.24777,198.4,0.43861788511276245
9092,51.6,16.228895,200.0,0.5233792066574097
9266,51.7,15.1279545,200.0,0.2236819863319397
9449,64.6,22.5378,200.0,0.22860874235630035
9569,69.3,17.538864,199.5,0.4179338812828064
9792,82.4,14.763789,200.0,0.27493709325790405
9919,92.3,17.29967,200.0,0.18871060013771057
10033,76.7,15.247108,188.8,0.5734366178512573
10143,84.4,7.801014,200.0,0.456845760345459
10263,81.4,16.65853,200.0,0.4822767376899719
10417,84.8,17.56525,199.1,0.24947652220726013
10600,96.4,18.831312,200.0,0.3518920838832855
10737,94.5,15.8596115,200.0,0.2994731068611145
10840,92.1,18.104984,199.3,0.24202466011047363
11116,111.4,21.73769,196.4,10.447425842285156
11236,120.3,17.95095,197.9,0.6645867824554443
11468,105.1,20.655588,178.3,0.912532389163971
11630,117.0,19.46304,186.4,0.47186875343322754
11830,123.0,22.965908,193.0,8.403558731079102
12023,128.6,20.523214,200.0,23.55270767211914
12188,127.2,18.492393,181.1,0.1607934683561325
12377,126.1,20.24481,200.0,3.5422120094299316
12642,137.8,21.586128,198.4,0.4462052583694458
12854,138.6,21.31832,197.5,0.21690425276756287
13047,141.7,21.223875,198.0,0.3334379494190216
13215,138.5,21.945068,187.5,12.865314483642578
13332,130.9,19.37354,200.0,3.6485519409179688
13532,148.3,24.369839,199.4,0.24233302474021912
13680,130.3,22.225483,197.9,0.08768928050994873
13880,143.8,28.430445,198.2,0.3286285400390625
14080,143.8,25.090193,198.2,0.29081130027770996
14280,155.4,26.546055,195.9,0.23107671737670898
14480,162.6,25.363989,197.5,3.766709804534912
14666,161.9,23.925564,198.9,0.18963992595672607
14866,165.1,26.150482,200.0,0.10286910086870193
15066,173.4,28.917484,195.6,9.906005859375
15228,169.6,25.807516,192.6,2.4854423999786377
15428,187.1,25.21146,194.4,0.09638451784849167
15622,194.2,25.314482,198.9,6.985675811767578
15822,194.2,26.102386,192.2,0.19763930141925812
16011,193.1,24.991146,197.3,0.31373611092567444
16168,188.8,25.867966,200.0,11.285707473754883
16358,187.8,25.648556,199.5,0.06166156381368637
16558,189.2,31.273273,200.0,0.1662028580904007
16758,189.2,30.662785,198.3,0.24094374477863312
16958,189.2,29.172968,200.0,0.1155654564499855
17158,193.0,31.644833,200.0,27.465373992919922
17358,193.0,30.075312,200.0,0.11300502717494965
17494,187.2,27.76247,197.8,0.037649549543857574
17694,187.2,32.473747,192.9,32.22508239746094
17894,188.3,30.31081,193.1,0.08493056148290634
18094,192.6,35.05293,199.6,0.06063415855169296
18285,192.7,27.43493,192.5,0.19511659443378448
18459,190.1,27.888897,191.3,0.033473096787929535
18653,189.5,28.13472,200.0,0.042529307305812836
18853,189.5,36.34205,199.7,27.58846092224121
19053,189.5,35.108944,199.5,0.05156148970127106
19253,189.5,33.637226,198.5,0.1448468416929245
19441,194.7,28.412716,200.0,0.02766098454594612
19641,194.7,31.685299,196.7,0.18479067087173462
19817,192.3,28.627533,200.0,28.582263946533203
20017,192.3,32.83246,200.0,0.18767881393432617
20217,193.2,30.572672,191.6,0.021252363920211792
20417,195.8,30.291616,198.5,0.013976361602544785
20617,196.4,40.50025,186.9,0.02473629079759121
20817,196.4,36.022903,197.3,27.059003829956055
21017,196.4,35.946163,200.0,26.223997116088867
21217,196.4,40.780495,199.6,0.01823771744966507
21417,197.6,38.558365,200.0,46.988990783691406
21617,197.6,38.314754,198.0,0.027708731591701508
21817,200.0,34.287086,200.0,0.034869350492954254
22017,200.0,33.720417,200.0,0.029350552707910538
22217,200.0,33.99995,200.0,0.008853206411004066
22417,200.0,36.71125,190.4,0.009197223000228405
22605,198.8,30.352795,198.2,0.024479985237121582
22805,198.8,32.671528,157.9,0.008896191604435444
22991,197.4,31.087885,199.4,0.02209332212805748
23168,195.1,31.262772,181.0,0.007135388907045126
23344,192.7,31.141012,199.0,0.004641090054064989
23544,192.7,35.214973,199.6,0.0055757430382072926
23734,191.7,31.947138,196.9,0.013359555043280125
23934,191.7,31.879726,195.3,0.0020208079367876053
24134,191.7,38.959137,196.9,0.0027459622360765934
24334,191.7,34.768013,195.5,0.0022332000080496073
24534,192.9,40.330143,200.0,0.0038547320291399956
24734,192.9,38.641285,200.0,0.004557205364108086
24934,194.3,45.618385,199.3,0.005566794890910387
25134,196.6,44.38777,167.3,0.019600996747612953
25334,199.0,42.274117,200.0,0.0009652016451582313
25534,199.0,43.461678,200.0,0.0015079234726727009
25734,200.0,44.14483,200.0,0.004505225922912359
25934,200.0,45.466545,200.0,0.009068627841770649
26134,200.0,50.034542,200.0,0.0015696323243901134
26334,200.0,53.485146,200.0,0.0008996789110824466
26534,200.0,41.518993,200.0,33.59206008911133
26734,200.0,43.07915,190.4,0.011684942990541458
26934,200.0,50.40696,200.0,0.001424204558134079
27134,200.0,37.452614,175.3,34.1682014465332
27334,200.0,44.517426,191.4,0.03820237144827843
27534,200.0,35.79585,200.0,0.0023995733354240656
27719,198.5,35.17663,148.7,0.008488267660140991
27852,191.8,34.426117,111.1,68.02194213867188
28031,189.7,35.229015,158.2,0.0009324945276603103
28159,182.5,36.44883,126.8,0.002430304419249296
28293,175.9,35.553444,167.8,0.0035410018172115088
28452,171.8,36.97225,140.0,0.007423899136483669
28600,166.6,34.423187,104.1,0.012602908536791801
28724,159.0,35.874584,164.9,0.0200046394020319
28840,150.6,36.026833,112.9,0.0008620853768661618
28940,140.6,36.955254,121.1,0.004110024776309729
29055,133.6,38.86529,119.3,0.03771889954805374
29189,133.7,36.60629,112.1,0.0153566375374794
29310,127.9,35.797203,140.0,0.0068126642145216465
29438,127.9,35.440247,116.9,0.017978910356760025
29550,125.7,36.240356,135.3,0.0029057376086711884
29723,127.1,35.93954,150.7,0.011291461065411568
29872,127.2,35.850475,118.2,90.85716247558594
30000,127.6,43.081734,125.2,103.76819610595703
