Timestep,Training Rewards,Max Q,Eval Rewards,Loss
35400,122.7,34.211433,147.1,0.025057513266801834
35532,134.6,34.485935,157.9,0.011965197511017323
35669,136.1,34.253365,135.8,0.005158957559615374
35810,137.5,34.017967,147.7,0.00593449454754591
35955,139.1,34.0584,149.7,0.0694320946931839
36092,139.7,34.62924,141.7,0.0055129146203398705
36256,142.6,34.84387,177.2,0.01019372045993805
36405,143.5,35.44515,143.2,0.0070008146576583385
36544,142.8,35.17646,142.9,0.005340859293937683
36689,143.8,35.09234,154.2,0.00439467141404748
36829,142.9,34.636375,200.0,32.26150131225586
36992,146.0,34.80706,142.8,0.002053688745945692
37154,148.5,34.84126,133.1,57.44172668457031
37301,149.1,34.752274,140.2,30.72032928466797
37442,148.7,34.87673,147.1,0.0048775095492601395
37604,151.2,34.8682,119.5,0.015539022162556648
37747,149.1,34.650402,132.6,0.002562254201620817
37891,148.6,34.667236,158.1,31.66832733154297
38034,149.0,35.04593,131.5,0.0023093516938388348
38152,146.3,34.89646,129.5,0.024600280448794365
38286,129.4,34.37024,114.5,0.06945958733558655
38406,125.2,34.081192,113.4,0.00874042883515358
38539,123.8,34.24301,139.7,0.055503420531749725
38675,123.3,35.127926,133.2,0.0009096607682295144
38815,121.1,34.73629,184.6,0.0025009685195982456
38965,121.8,34.740547,164.7,30.10771942138672
39165,127.4,38.18412,177.8,0.03592884913086891
39288,125.4,47.19928,131.4,31.887958526611328
39459,130.7,35.404705,200.0,0.006563340313732624
39632,147.0,35.628365,193.3,0.01009928248822689
39791,150.5,35.835197,164.8,32.78424072265625
39982,157.6,35.165386,184.7,0.023997396230697632
40196,152.1,73.15255,193.2,0.015395069494843483
40310,149.5,76.14413,107.8,0.10994358360767365
40510,154.5,56.81822,149.3,0.02467564307153225
40672,150.7,36.4208,172.0,0.022155962884426117
40818,153.0,36.441147,165.8,34.12831115722656
40961,150.2,36.432556,150.3,32.25839614868164
41110,147.8,36.485756,152.1,0.005801195744425058
41254,146.3,35.685925,158.4,33.760433197021484
41401,141.9,36.352474,136.2,0.0025660402607172728
41535,151.7,35.969032,133.8,0.026711419224739075
41652,145.6,35.243805,123.7,31.786396026611328
41788,147.8,34.97071,140.1,0.14055418968200684
41914,140.4,34.614647,131.5,33.80262756347656
42040,136.8,35.38012,130.6,0.006638807710260153
42182,136.4,36.18786,149.1,0.007335252594202757
42321,136.0,36.110172,188.2,0.018329352140426636
42468,135.8,35.932396,148.9,0.008955749683082104
42614,136.0,35.64681,176.7,0.010208625346422195
42755,135.4,36.197014,130.8,35.1802978515625
42916,138.1,36.056305,199.4,0.025403425097465515
43094,144.2,36.273895,148.3,0.017700152471661568
43252,146.4,36.325146,192.7,31.918121337890625
43446,153.2,36.642162,153.1,35.87022018432617
43627,158.7,36.468872,125.5,33.90258026123047
43805,162.3,36.404095,200.0,0.010820746421813965
43976,165.5,35.417114,196.1,0.03628161549568176
44176,170.8,39.950268,171.5,0.00595887703821063
44376,176.2,40.942955,189.6,105.76863861083984
44569,181.4,37.100758,200.0,0.004158718977123499
44769,185.3,37.332676,153.7,0.08172470331192017
44949,185.5,37.448082,182.5,0.0022104629315435886
45141,188.9,37.628914,28.6,65.66160583496094
45341,189.5,48.8741,200.0,0.0033408580347895622
45541,191.4,57.28136,129.2,68.62882995605469
45741,193.6,43.08259,200.0,0.019571425393223763
45941,196.5,54.1758,195.5,0.04662393033504486
46141,196.5,70.6201,174.3,0.06820858269929886
46341,196.5,45.226486,179.8,0.0011197869898751378
46541,197.2,62.631306,195.6,0.003084545722231269
46727,195.8,35.709713,199.0,0.18885809183120728
46927,197.8,56.580475,192.2,36.368141174316406
47163,182.2,58.155773,190.7,0.0020329502876847982
47320,177.9,35.726936,136.0,0.019268618896603584
47478,173.7,35.68568,167.8,0.0011934505309909582
47638,169.7,44.37207,200.0,0.009832557290792465
47870,152.9,64.091644,200.0,0.006122681777924299
48070,152.9,58.369194,164.0,0.019256098195910454
48208,148.1,75.17784,200.0,0.003381109330803156
48408,148.1,70.287704,200.0,35.71533203125
48608,164.5,69.07995,200.0,0.013825471512973309
48795,163.2,36.03611,200.0,0.007079566363245249
48974,165.4,36.21646,192.8,0.007311181165277958
49164,168.6,36.473866,189.1,0.005225678905844688
49324,168.6,36.979595,152.3,48.44209289550781
49502,183.2,37.296963,192.9,0.041803546249866486
49654,178.4,39.773853,156.3,36.66011428833008
49845,177.5,37.384594,200.0,0.003388580633327365
50000,179.2,53.43737,163.2,36.15388870239258
