Timestep,Training Rewards,Max Q,Eval Rewards,Loss
15862,30.9,49.843945,52.3,90.98396301269531
15965,32.1,43.2713,59.7,152.01258850097656
16070,27.9,43.531284,58.0,32.318199157714844
16189,22.4,38.523174,57.4,80.86863708496094
16295,21.3,44.610542,56.5,31.007984161376953
16416,19.1,57.623554,70.5,106.4755859375
16529,23.4,43.467117,84.1,6.447869300842285
16636,20.8,42.812885,49.4,118.81141662597656
16800,25.9,42.40377,60.7,24.8624324798584
16931,31.1,36.395393,49.9,122.38124084472656
17041,30.7,44.43322,59.0,162.87371826171875
17199,26.8,49.732048,60.0,6.023592472076416
17301,20.5,43.5335,59.0,7.989553451538086
17420,19.4,46.131145,72.0,4.927544593811035
17533,21.8,41.156406,84.5,24.649106979370117
17635,17.4,38.0309,70.4,59.648555755615234
17740,19.6,43.91889,56.1,110.81925964355469
17852,21.7,39.98319,83.5,26.35308074951172
17971,21.0,44.89362,75.0,5.848513603210449
18077,16.9,41.39225,45.2,39.46153259277344
18188,18.0,43.565807,86.5,4.423515796661377
18289,17.3,44.138603,71.1,55.5095100402832
18409,22.1,44.329193,54.0,5.334739685058594
18534,22.6,53.186188,65.0,4.288812637329102
18659,22.3,46.79228,55.5,5.286396503448486
18766,18.2,46.72767,66.1,20.12907600402832
18906,23.4,44.10856,66.9,87.48434448242188
19018,26.3,38.806282,59.6,162.57244873046875
19123,19.7,41.344677,70.1,81.94551086425781
19229,19.6,44.67273,66.0,69.25861358642578
19333,21.0,39.9678,71.9,33.53327560424805
19441,23.8,40.616707,82.2,50.215415954589844
19552,21.9,43.28865,70.8,50.458274841308594
19701,21.8,37.487923,80.2,7.809933662414551
19806,21.3,44.993275,69.0,40.25017547607422
19909,20.8,44.134434,83.0,4.577629566192627
20021,21.5,45.38006,78.7,3.746356964111328
20125,19.5,45.60145,74.0,52.23476791381836
20256,22.4,66.36903,92.3,4.765288829803467
20360,20.4,46.56782,72.4,52.24687957763672
20465,15.8,39.368706,67.6,54.81678009033203
20583,18.0,46.086704,75.2,118.5597152709961
20726,21.1,49.817604,73.7,107.33704376220703
20867,23.7,40.912235,90.5,7.46956205368042
20992,22.3,50.261345,56.2,57.92444610595703
21099,19.5,42.688866,68.9,8.847051620483398
21220,27.3,52.803864,53.9,233.2117919921875
21334,27.3,47.466927,56.1,156.02557373046875
21447,19.0,46.116386,52.0,85.13585662841797
21562,18.7,47.899864,60.1,40.1653938293457
21666,18.0,40.319244,100.2,30.183555603027344
21769,22.6,45.96128,72.6,26.69314956665039
21872,26.3,40.81471,68.1,40.499595642089844
21972,21.4,47.57849,83.3,94.29185485839844
22085,19.2,46.374584,80.1,148.04595947265625
22192,22.0,46.451454,66.6,6.2341203689575195
22314,24.4,46.70354,86.0,54.23503494262695
22414,23.7,48.482822,58.8,43.530853271484375
22528,24.5,49.01395,62.5,76.52203369140625
22639,15.9,48.112816,81.5,162.21649169921875
22760,16.6,48.70916,76.5,154.8672332763672
22860,17.9,47.13837,92.2,4.581114768981934
22960,18.7,46.264965,69.6,44.88164138793945
23071,17.8,51.296448,78.6,39.298095703125
23186,18.8,46.501614,81.5,7.40743350982666
23323,24.1,61.372894,93.6,123.15957641601562
23427,21.6,46.0817,64.7,9.899202346801758
23547,22.4,62.662743,97.9,46.0775032043457
23667,24.9,48.85888,71.1,28.60793685913086
23775,20.7,50.640854,56.9,23.571996688842773
23894,19.4,41.451855,83.0,65.5586166381836
24009,16.6,44.00436,80.5,7.095716953277588
24111,20.3,52.799828,67.0,215.7286834716797
24238,26.0,45.018517,61.3,155.77273559570312
24400,27.8,62.805046,69.1,79.15325927734375
24502,24.9,49.42501,87.1,88.2416000366211
24605,20.5,47.170578,82.2,190.14515686035156
24711,23.1,49.143513,125.1,39.95427703857422
24821,22.7,49.112553,83.7,4.452407360076904
24938,18.3,45.15284,75.7,92.99618530273438
25038,18.4,49.262127,64.5,81.51239776611328
25156,17.6,62.299976,88.5,39.80543518066406
25268,21.9,50.02823,85.4,86.2969970703125
25376,27.7,49.706757,78.9,5.639309883117676
25496,25.6,51.63957,70.5,66.32569885253906
25636,23.4,52.23752,75.9,44.29624557495117
25765,26.9,46.741463,81.6,124.06975555419922
25872,23.6,47.62565,80.3,113.18306732177734
25994,21.8,47.86609,102.1,56.838619232177734
26114,22.3,42.96321,72.4,8.027015686035156
26224,19.9,60.62093,74.1,51.40910339355469
26330,24.4,43.28307,59.9,5.2485480308532715
26439,24.8,49.72337,79.0,85.61105346679688
26552,27.6,55.177284,87.0,93.75572967529297
26661,22.2,47.51605,88.4,98.08737182617188
26770,16.8,48.223698,92.8,32.90797805786133
26907,21.4,48.927185,103.8,37.994876861572266
27013,25.8,47.788597,96.8,28.320701599121094
27135,27.2,47.37583,91.4,14.020986557006836
27239,18.7,50.717228,88.9,5.128483772277832
27356,22.1,51.119507,91.6,73.30799865722656
27469,26.5,45.298504,87.0,5.340487480163574
27601,24.5,46.935623,97.4,5.871914386749268
27720,25.1,50.760002,109.2,122.91692352294922
27875,27.4,56.68208,76.4,33.859249114990234
27989,31.2,50.825092,91.2,15.301531791687012
28107,31.3,49.957382,77.3,6.0956292152404785
28236,24.7,47.443886,140.8,32.2301025390625
28340,25.4,58.285347,117.9,35.20526885986328
28458,19.1,52.114338,138.2,12.36810302734375
28558,19.1,45.799217,85.5,6.9249677658081055
28697,26.0,55.443707,106.8,179.27650451660156
28833,27.5,66.35179,94.5,62.55128479003906
28976,27.9,57.56321,106.2,8.134164810180664
29084,25.1,52.768166,97.2,9.684272766113281
29202,19.8,50.28974,101.1,89.1982650756836
29327,24.3,49.55772,83.5,6.185733795166016
29443,24.1,47.460674,98.5,159.39205932617188
29546,24.5,50.557106,109.8,5.617586135864258
29654,24.9,48.675972,96.5,54.83557891845703
29777,23.1,50.668873,168.7,116.26891326904297
29877,29.3,47.6605,88.9,4.546031951904297
29997,32.2,37.348503,79.5,42.386104583740234
