Timestep,Training Rewards,Max Q,Eval Rewards,Loss
108,21.6,0.7025203,11.3,0.23496036231517792
212,26.5,1.6590474,13.5,0.0038544111885130405
324,25.7,1.0201448,9.3,0.0017026958521455526
426,18.9,1.095577,9.4,0.0025095259770751
564,18.1,2.0494497,9.5,0.08974498510360718
672,21.6,1.9729999,10.5,0.008955995552241802
807,24.3,2.0267937,14.0,0.005024234764277935
921,24.9,1.996928,11.7,0.012018676847219467
1024,20.8,2.9314818,15.9,0.0966639593243599
1153,21.2,2.9450712,37.8,0.012106269598007202
1253,21.6,2.849301,13.4,0.27709996700286865
1378,20.6,3.0026937,9.7,0.1127370297908783
1481,24.7,2.791697,9.3,0.26158231496810913
1585,23.6,3.659244,10.0,0.23926398158073425
1688,20.7,3.8299701,8.9,0.01349173579365015
1792,24.7,3.6894836,78.6,0.3433949947357178
1912,22.4,3.700903,94.5,0.27713584899902344
2092,28.6,3.541034,112.0,0.6327856183052063
2233,38.8,4.690477,133.3,0.021328162401914597
2370,41.3,4.10877,96.7,0.12051866948604584
2474,47.8,4.56314,145.8,0.14225172996520996
2621,47.7,5.9857173,114.7,0.5784908533096313
2726,46.9,4.9844165,32.0,0.1869112104177475
2830,36.8,5.3590245,130.7,0.13589544594287872
2935,42.3,3.802343,108.7,0.4777401089668274
3045,42.4,5.5074477,108.4,0.04211936891078949
3147,45.0,5.7201457,132.1,0.47763240337371826
3266,49.8,4.339349,200.0,0.8132371306419373
3373,39.9,5.506964,200.0,0.8088444471359253
3532,38.5,6.479369,186.4,0.33793482184410095
3633,33.4,7.088618,111.6,0.057741083204746246
3828,47.6,7.859254,200.0,0.15577274560928345
3957,52.9,7.8357186,195.0,0.5218364000320435
4107,49.1,8.278352,164.5,0.1028604507446289
4299,59.8,7.546777,162.2,0.05009259283542633
4465,50.8,7.936536,156.5,0.6667872667312622
4587,60.3,8.288298,146.5,0.049915485084056854
4765,74.5,7.685141,151.2,0.4932009279727936
4866,75.9,8.109964,162.3,0.05149589478969574
5052,46.5,9.487162,133.7,0.14151009917259216
5178,41.3,9.324361,131.5,0.14592674374580383
5286,43.3,8.863039,107.6,0.7495570778846741
5462,53.2,9.2257,119.6,0.11874039471149445
5620,67.6,8.337525,131.2,0.09360717982053757
5813,74.1,9.655398,109.8,2.5450894832611084
5950,66.4,8.084198,114.5,0.8394753932952881
6150,82.5,10.628403,113.8,0.27077174186706543
6258,90.3,10.575087,132.0,0.16551266610622406
6454,83.4,10.9117985,128.5,0.8326910138130188
6566,87.9,11.013949,116.7,0.18319126963615417
6689,98.4,11.3302555,126.0,0.1537870317697525
6826,99.4,11.3807955,115.3,0.7212863564491272
6936,98.6,11.038243,104.6,2.141214370727539
7039,99.5,11.478258,121.7,0.23494887351989746
7154,100.4,11.303083,129.9,2.047051191329956
7286,102.8,10.472516,140.7,2.418172597885132
7403,94.9,11.743317,132.1,1.849927306175232
7555,86.6,12.154763,128.6,3.519437789916992
7670,88.9,11.0582485,129.4,0.16363820433616638
7816,88.0,12.424444,124.1,0.1409580558538437
7944,90.5,11.019322,117.0,0.0805944874882698
8145,84.4,13.822398,122.9,0.2640415132045746
8266,86.3,12.652603,127.0,0.3024468719959259
8385,94.7,13.170876,123.8,2.187706470489502
8519,96.4,13.046789,139.2,5.059539794921875
8733,103.4,12.5769005,142.6,0.2340647280216217
8867,105.1,13.10145,127.8,0.2679334580898285
8993,104.9,12.594611,128.9,9.804699897766113
9125,109.7,12.732353,162.0,0.1246597170829773
9258,121.6,13.182332,132.5,0.603155791759491
9392,124.7,12.951258,132.2,3.787607192993164
9526,126.0,13.517537,127.2,0.21833747625350952
9664,127.9,13.214058,135.0,0.2606319189071655
